Time,Longitude,Latitude,CW Channel,CW RSSI (dB)
2023-10-10T02:27:32.710,,,45290,-117.42
2023-10-10T02:27:32.712,,,44790,-117.68
2023-10-10T02:27:32.713,,,44940,-116.48
2023-10-10T02:27:32.715,,,45540,-115.77
2023-10-10T02:27:32.718,,,45090,-117.64
2023-10-10T02:27:32.721,,,45340,-116.35
2023-10-10T02:27:32.724,,,44640,-117.78
2023-10-10T02:27:32.727,,,44740,-116.87
2023-10-10T02:27:32.731,,,45140,-117.15
2023-10-10T02:27:32.734,,,45390,-115.92
2023-10-10T02:27:32.736,,,44590,-116.25
2023-10-10T02:27:32.738,,,45440,-115.92
2023-10-10T02:27:32.742,,,44990,-117.81
2023-10-10T02:27:32.744,,,44840,-117.98
2023-10-10T02:27:32.747,,,45490,-114.61
2023-10-10T02:27:32.749,,,45190,-117.46
2023-10-10T02:27:32.758,,,44890,-116.12
2023-10-10T02:27:32.760,,,45040,-117
2023-10-10T02:27:32.763,,,45240,-116.95
2023-10-10T02:27:32.769,,,44690,-117.26
2023-10-10T02:27:32.774,,,45290,-117.7
2023-10-10T02:27:32.780,,,44790,-117.4
2023-10-10T02:27:32.784,,,44940,-117.23
2023-10-10T02:27:32.793,,,45540,-115.58
2023-10-10T02:27:32.797,,,45090,-115.85
2023-10-10T02:27:32.804,,,45340,-116.08
2023-10-10T02:27:32.808,,,44640,-116.62
2023-10-10T02:27:32.815,,,44740,-115.95
2023-10-10T02:27:32.819,,,45140,-117.13
2023-10-10T02:27:32.826,,,45390,-117.65
2023-10-10T02:27:32.831,,,44590,-116.38
2023-10-10T02:27:32.835,,,45440,-115.8
2023-10-10T02:27:32.844,,,44990,-117.57
2023-10-10T02:27:32.848,,,44840,-117.58
2023-10-10T02:27:32.855,,,45490,-116.5
2023-10-10T02:27:32.859,,,45190,-117.88
2023-10-10T02:27:32.867,,,44890,-116.69
2023-10-10T02:27:32.870,,,45040,-116.94
2023-10-10T02:27:32.876,,,45240,-117.02
2023-10-10T02:27:32.881,,,44690,-116.02
2023-10-10T02:27:32.887,,,45290,-117.43
2023-10-10T02:27:32.904,,,44790,-117.8
2023-10-10T02:27:32.908,,,44940,-115.76
2023-10-10T02:27:32.912,,,45540,-115.08
2023-10-10T02:27:32.914,,,45090,-116.2
2023-10-10T02:27:32.916,,,45340,-116.38
2023-10-10T02:27:32.920,,,44640,-117.21
2023-10-10T02:27:32.926,,,44740,-116.97
2023-10-10T02:27:32.930,,,45140,-117.39
2023-10-10T02:27:32.937,,,45390,-116.7
2023-10-10T02:27:32.942,,,44590,-116.55
2023-10-10T02:27:32.948,,,45440,-116.12
2023-10-10T02:27:32.954,,,44990,-116.88
2023-10-10T02:27:32.960,,,44840,-117.32
2023-10-10T02:27:32.964,,,45490,-115.74
2023-10-10T02:27:32.970,,,45190,-116.73
2023-10-10T02:27:32.976,,,44890,-117.57
2023-10-10T02:27:32.983,,,45040,-118.07
2023-10-10T02:27:32.987,,,45240,-117.65
2023-10-10T02:27:32.994,,,44690,-116.97
2023-10-10T02:27:32.999,,,45290,-117.88
2023-10-10T02:27:33.005,,,44790,-118.18
2023-10-10T02:27:33.010,,,44940,-116.29
2023-10-10T02:27:33.015,,,45540,-115.95
2023-10-10T02:27:33.021,,,45090,-117.47
2023-10-10T02:27:33.030,,,45340,-117.22
2023-10-10T02:27:33.032,,,44640,-117.18
2023-10-10T02:27:33.041,,,44740,-116.6
2023-10-10T02:27:33.046,,,45140,-117.85
2023-10-10T02:27:33.050,,,45390,-116.51
2023-10-10T02:27:33.060,,,44590,-116.45
2023-10-10T02:27:33.064,,,45440,-115.83
2023-10-10T02:27:33.068,,,44990,-116.95
2023-10-10T02:27:33.072,,,44840,-116.73
2023-10-10T02:27:33.078,,,45490,-115.37
2023-10-10T02:27:33.083,,,45190,-116.77
2023-10-10T02:27:33.091,,,44890,-117.33
2023-10-10T02:27:33.093,,,45040,-117.1
2023-10-10T02:27:33.098,,,45240,-117.6
2023-10-10T02:27:33.105,,,44690,-117.55
2023-10-10T02:27:33.112,,,45290,-117.43
2023-10-10T02:27:33.116,,,44790,-117.34
2023-10-10T02:27:33.121,,,44940,-117.41
2023-10-10T02:27:33.127,,,45540,-115.96
2023-10-10T02:27:33.134,,,45090,-117.41
2023-10-10T02:27:33.138,,,45340,-116.12
2023-10-10T02:27:33.147,,,44640,-117.59
2023-10-10T02:27:33.149,,,44740,-117.13
2023-10-10T02:27:33.159,,,45140,-117.52
2023-10-10T02:27:33.161,,,45390,-118.01
2023-10-10T02:27:33.171,,,44590,-116.3
2023-10-10T02:27:33.177,,,45440,-116.79
2023-10-10T02:27:33.180,,,44990,-116.15
2023-10-10T02:27:33.183,,,44840,-116.48
2023-10-10T02:27:33.189,,,45490,-114.6
2023-10-10T02:27:33.193,,,45190,-117.57
2023-10-10T02:27:33.201,,,44890,-116.25
2023-10-10T02:27:33.205,,,45040,-117.64
2023-10-10T02:27:33.212,,,45240,-117.4
2023-10-10T02:27:33.216,,,44690,-115.53
2023-10-10T02:27:33.223,,,45290,-116.91
2023-10-10T02:27:33.228,,,44790,-117.37
2023-10-10T02:27:33.237,,,44940,-117.26
2023-10-10T02:27:33.241,,,45540,-116.45
2023-10-10T02:27:33.249,,,45090,-118
2023-10-10T02:27:33.251,,,45340,-117.1
2023-10-10T02:27:33.261,,,44640,-116.6
2023-10-10T02:27:33.263,,,44740,-116.96
2023-10-10T02:27:33.270,,,45140,-117.75
2023-10-10T02:27:33.273,,,45390,-117.23
2023-10-10T02:27:33.279,,,44590,-116.76
2023-10-10T02:27:33.285,,,45440,-116.23
2023-10-10T02:27:33.291,,,44990,-117.73
2023-10-10T02:27:33.361,,,44840,-116.9
2023-10-10T02:27:33.428,,,45490,-116.28
2023-10-10T02:27:33.437,,,45190,-117.06
2023-10-10T02:27:33.495,,,44890,-117.02
2023-10-10T02:27:33.637,,,45040,-117.79
2023-10-10T02:27:33.640,,,45240,-117.48
2023-10-10T02:27:33.706,,,44690,-117.15
2023-10-10T02:27:33.711,,,45290,-116.73
2023-10-10T02:27:33.775,,,44790,-117.24
2023-10-10T02:27:33.841,,,44940,-116.67
2023-10-10T02:27:33.845,,,45540,-113.95
2023-10-10T02:27:33.908,,,45090,-116.26
2023-10-10T02:27:33.910,,,45340,-117.17
2023-10-10T02:27:33.915,,,44640,-116.85
2023-10-10T02:27:33.919,,,44740,-117.86
2023-10-10T02:27:33.926,,,45140,-117.42
2023-10-10T02:27:33.928,,,45390,-117.75
2023-10-10T02:27:33.930,,,44590,-117.21
2023-10-10T02:27:33.932,,,45440,-116.39
2023-10-10T02:27:33.933,,,44990,-116.11
2023-10-10T02:27:33.935,,,44840,-117.24
2023-10-10T02:27:33.938,,,45490,-116.06
2023-10-10T02:27:33.941,,,45190,-117.12
2023-10-10T02:27:33.943,,,44890,-116.95
2023-10-10T02:27:33.946,,,45040,-118.18
2023-10-10T02:27:33.948,,,45240,-117.59
2023-10-10T02:27:33.950,,,44690,-116.96
2023-10-10T02:27:33.953,,,45290,-117.77
2023-10-10T02:27:33.955,,,44790,-116.87
2023-10-10T02:27:33.958,,,44940,-115.15
2023-10-10T02:27:33.961,,,45540,-115.33
2023-10-10T02:27:33.964,,,45090,-115.77
2023-10-10T02:27:33.966,,,45340,-117.14
2023-10-10T02:27:33.969,,,44640,-117.4
2023-10-10T02:27:33.972,,,44740,-116.98
2023-10-10T02:27:33.975,,,45140,-117.7
2023-10-10T02:27:33.978,,,45390,-115
2023-10-10T02:27:33.981,,,44590,-118.08
2023-10-10T02:27:33.984,,,45440,-115.61
2023-10-10T02:27:33.987,,,44990,-116.28
2023-10-10T02:27:33.989,,,44840,-118.11
2023-10-10T02:27:33.993,,,45490,-116.04
2023-10-10T02:27:33.997,,,45190,-116.71
2023-10-10T02:27:34.000,,,44890,-117.79
2023-10-10T02:27:34.001,,,45040,-116.2
2023-10-10T02:27:34.004,,,45240,-117.93
2023-10-10T02:27:34.007,,,44690,-117.07
2023-10-10T02:27:34.012,,,45290,-116.83
2023-10-10T02:27:34.014,,,44790,-116.49
2023-10-10T02:27:34.016,,,44940,-116.92
2023-10-10T02:27:34.021,,,45540,-115.91
2023-10-10T02:27:34.023,,,45090,-116.53
2023-10-10T02:27:34.026,,,45340,-118.26
2023-10-10T02:27:34.028,,,44640,-116.88
2023-10-10T02:27:34.032,,,44740,-116.6
2023-10-10T02:27:34.033,,,45140,-118.45
2023-10-10T02:27:34.036,,,45390,-117.07
2023-10-10T02:27:34.039,,,44590,-117.97
2023-10-10T02:27:34.043,,,45440,-116.05
2023-10-10T02:27:34.046,,,44990,-117.03
2023-10-10T02:27:34.048,,,44840,-116.65
2023-10-10T02:27:34.051,,,45490,-117.3
2023-10-10T02:27:34.054,,,45190,-118.08
2023-10-10T02:27:34.057,,,44890,-117.13
2023-10-10T02:27:34.059,,,45040,-117.77
2023-10-10T02:27:34.061,,,45240,-116.84
2023-10-10T02:27:34.066,,,44690,-116.36
2023-10-10T02:27:34.067,,,45290,-117.14
2023-10-10T02:27:34.070,,,44790,-117.22
2023-10-10T02:27:34.072,,,44940,-116.43
2023-10-10T02:27:34.077,,,45540,-114.92
2023-10-10T02:27:34.079,,,45090,-117.93
2023-10-10T02:27:34.082,,,45340,-116.79
2023-10-10T02:27:34.084,,,44640,-116.84
2023-10-10T02:27:34.088,,,44740,-115.65
2023-10-10T02:27:34.089,,,45140,-118.24
2023-10-10T02:27:34.092,,,45390,-116.98
2023-10-10T02:27:34.095,,,44590,-117.76
2023-10-10T02:27:34.099,,,45440,-115.84
2023-10-10T02:27:34.101,,,44990,-115.63
2023-10-10T02:27:34.104,,,44840,-117.36
2023-10-10T02:27:34.110,,,45490,-117.91
2023-10-10T02:27:34.113,,,45190,-118.19
2023-10-10T02:27:34.115,,,44890,-116.89
2023-10-10T02:27:34.116,,,45040,-116.97
2023-10-10T02:27:34.122,,,45240,-116.69
2023-10-10T02:27:34.124,,,44690,-116.64
2023-10-10T02:27:34.127,,,45290,-117.22
2023-10-10T02:27:34.129,,,44790,-116.05
2023-10-10T02:27:34.132,,,44940,-116.38
2023-10-10T02:27:34.136,,,45540,-116.66
2023-10-10T02:27:34.138,,,45090,-116.58
2023-10-10T02:27:34.140,,,45340,-116.49
2023-10-10T02:27:34.144,,,44640,-117.9
2023-10-10T02:27:34.146,,,44740,-115.72
2023-10-10T02:27:34.149,,,45140,-115.78
2023-10-10T02:27:34.152,,,45390,-117.21
2023-10-10T02:27:34.155,,,44590,-117.23
2023-10-10T02:27:34.157,,,45440,-116.84
2023-10-10T02:27:34.160,,,44990,-116.53
2023-10-10T02:27:34.171,,,44840,-116.71
2023-10-10T02:27:34.172,,,45490,-117.88
2023-10-10T02:27:34.174,,,45190,-117.61
2023-10-10T02:27:34.175,,,44890,-117.42
2023-10-10T02:27:34.177,,,45040,-117.13
2023-10-10T02:27:34.179,,,45240,-116.73
2023-10-10T02:27:34.183,,,44690,-117.75
2023-10-10T02:27:34.185,,,45290,-116.64
2023-10-10T02:27:34.188,,,44790,-116.67
2023-10-10T02:27:34.192,,,44940,-116.01
2023-10-10T02:27:34.194,,,45540,-115.64
2023-10-10T02:27:34.196,,,45090,-117.85
2023-10-10T02:27:34.199,,,45340,-116.39
2023-10-10T02:27:34.202,,,44640,-117.42
2023-10-10T02:27:34.206,,,44740,-116.52
2023-10-10T02:27:34.208,,,45140,-116.97
2023-10-10T02:27:34.211,,,45390,-117.98
2023-10-10T02:27:34.214,,,44590,-118.18
2023-10-10T02:27:34.217,,,45440,-116.17
2023-10-10T02:27:34.219,,,44990,-116.02
2023-10-10T02:27:34.221,,,44840,-116.94
2023-10-10T02:27:34.226,,,45490,-115.36
2023-10-10T02:27:34.229,,,45190,-116.03
2023-10-10T02:27:34.230,,,44890,-116.67
2023-10-10T02:27:34.233,,,45040,-116.84
2023-10-10T02:27:34.237,,,45240,-117.15
2023-10-10T02:27:34.241,,,44690,-117.88
2023-10-10T02:27:34.244,,,45290,-116.6
2023-10-10T02:27:34.246,,,44790,-116.15
2023-10-10T02:27:34.255,,,44940,-116.93
2023-10-10T02:27:34.257,,,45540,-114.99
2023-10-10T02:27:34.259,,,45090,-117.57
2023-10-10T02:27:34.261,,,45340,-118.45
2023-10-10T02:27:34.262,,,44640,-115.85
2023-10-10T02:27:34.265,,,44740,-116.82
2023-10-10T02:27:34.268,,,45140,-116.59
2023-10-10T02:27:34.272,,,45390,-117.64
2023-10-10T02:27:34.275,,,44590,-117.39
2023-10-10T02:27:34.276,,,45440,-117.26
2023-10-10T02:27:34.279,,,44990,-117.72
2023-10-10T02:27:34.280,,,44840,-116.89
2023-10-10T02:27:34.281,,,45490,-116.24
2023-10-10T02:27:34.285,,,45190,-117.5
2023-10-10T02:27:34.290,,,44890,-116.43
2023-10-10T02:27:34.292,,,45040,-116.69
2023-10-10T02:27:34.296,,,45240,-117.42
2023-10-10T02:27:34.297,,,44690,-117.65
2023-10-10T02:27:34.299,,,45290,-117.1
2023-10-10T02:27:34.302,,,44790,-116.76
2023-10-10T02:27:34.307,,,44940,-117.8
2023-10-10T02:27:34.309,,,45540,-116.73
2023-10-10T02:27:34.312,,,45090,-117.19
2023-10-10T02:27:34.314,,,45340,-115.99
2023-10-10T02:27:34.317,,,44640,-117.59
2023-10-10T02:27:34.320,,,44740,-117.07
2023-10-10T02:27:34.323,,,45140,-117.64
2023-10-10T02:27:34.326,,,45390,-117.13
2023-10-10T02:27:34.329,,,44590,-117.21
2023-10-10T02:27:34.331,,,45440,-117.63
2023-10-10T02:27:34.334,,,44990,-117.23
2023-10-10T02:27:34.336,,,44840,-116.75
2023-10-10T02:27:34.340,,,45490,-115.28
2023-10-10T02:27:34.342,,,45190,-118.41
2023-10-10T02:27:34.345,,,44890,-116.97
2023-10-10T02:27:34.348,,,45040,-117.58
2023-10-10T02:27:34.352,,,45240,-116.1
2023-10-10T02:27:34.354,,,44690,-117.81
2023-10-10T02:27:34.357,,,45290,-116.98
2023-10-10T02:27:34.360,,,44790,-116.47
2023-10-10T02:27:34.365,,,44940,-116.59
2023-10-10T02:27:34.367,,,45540,-116.38
2023-10-10T02:27:34.371,,,45090,-117.36
2023-10-10T02:27:34.373,,,45340,-116.33
2023-10-10T02:27:34.375,,,44640,-117.34
2023-10-10T02:27:34.376,,,44740,-117.83
2023-10-10T02:27:34.379,,,45140,-117.93
2023-10-10T02:27:34.382,,,45390,-116.37
2023-10-10T02:27:34.386,,,44590,-117
2023-10-10T02:27:34.387,,,45440,-115.08
2023-10-10T02:27:34.390,,,44990,-116.66
2023-10-10T02:27:34.392,,,44840,-117.45
2023-10-10T02:27:34.397,,,45490,-116.62
2023-10-10T02:27:34.399,,,45190,-117.68
2023-10-10T02:27:34.402,,,44890,-116.29
2023-10-10T02:27:34.404,,,45040,-115.93
2023-10-10T02:27:34.408,,,45240,-115.84
2023-10-10T02:27:34.410,,,44690,-116.49
2023-10-10T02:27:34.413,,,45290,-116.59
2023-10-10T02:27:34.417,,,44790,-117.56
2023-10-10T02:27:34.418,,,44940,-117.06
2023-10-10T02:27:34.421,,,45540,-115.69
2023-10-10T02:27:34.423,,,45090,-116.32
2023-10-10T02:27:34.427,,,45340,-116.66
2023-10-10T02:27:34.432,,,44640,-117.48
2023-10-10T02:27:34.434,,,44740,-117.5
2023-10-10T02:27:34.436,,,45140,-117.53
2023-10-10T02:27:34.438,,,45390,-117.33
2023-10-10T02:27:34.442,,,44590,-117.01
2023-10-10T02:27:34.445,,,45440,-116.98
2023-10-10T02:27:34.447,,,44990,-117.32
2023-10-10T02:27:34.449,,,44840,-117
2023-10-10T02:27:34.453,,,45490,-116.78
2023-10-10T02:27:34.455,,,45190,-116.47
2023-10-10T02:27:34.458,,,44890,-117.17
2023-10-10T02:27:34.460,,,45040,-117.94
2023-10-10T02:27:34.465,,,45240,-116.33
2023-10-10T02:27:34.466,,,44690,-116.59
2023-10-10T02:27:34.469,,,45290,-117.51
2023-10-10T02:27:34.471,,,44790,-115.69
2023-10-10T02:27:34.475,,,44940,-116.92
2023-10-10T02:27:34.477,,,45540,-115.59
2023-10-10T02:27:34.482,,,45090,-116.92
2023-10-10T02:27:34.483,,,45340,-116.7
2023-10-10T02:27:34.489,,,44640,-116.95
2023-10-10T02:27:34.495,,,44740,-116.52
2023-10-10T02:27:34.500,,,45140,-116.7
2023-10-10T02:27:34.509,,,45390,-117.35
2023-10-10T02:27:34.511,,,44590,-118.28
2023-10-10T02:27:34.518,,,45440,-116.1
2023-10-10T02:27:34.522,,,44990,-117.08
2023-10-10T02:27:34.529,,,44840,-116.56
2023-10-10T02:27:34.533,,,45490,-117
2023-10-10T02:27:34.541,,,45190,-116.79
2023-10-10T02:27:34.544,,,44890,-116.2
2023-10-10T02:27:34.550,,,45040,-117.05
2023-10-10T02:27:34.556,,,45240,-118.08
2023-10-10T02:27:34.561,,,44690,-117.29
2023-10-10T02:27:34.567,,,45290,-118.09
2023-10-10T02:27:34.573,,,44790,-116.32
2023-10-10T02:27:34.579,,,44940,-117.72
2023-10-10T02:27:34.585,,,45540,-114.59
2023-10-10T02:27:34.592,,,45090,-117.12
2023-10-10T02:27:34.595,,,45340,-116.97
2023-10-10T02:27:34.602,,,44640,-117.66
2023-10-10T02:27:34.607,,,44740,-116.97
2023-10-10T02:27:34.614,,,45140,-116.57
2023-10-10T02:27:34.619,,,45390,-116.46
2023-10-10T02:27:34.628,,,44590,-117.18
2023-10-10T02:27:34.630,,,45440,-116.64
2023-10-10T02:27:34.636,,,44990,-117.04
2023-10-10T02:27:34.640,,,44840,-117.26
2023-10-10T02:27:34.648,,,45490,-116.86
2023-10-10T02:27:34.653,,,45190,-116.72
2023-10-10T02:27:34.659,,,44890,-116.86
2023-10-10T02:27:34.663,,,45040,-117.78
2023-10-10T02:27:34.670,,,45240,-116.73
2023-10-10T02:27:34.697,,,44690,-115.96
2023-10-10T02:27:34.701,,,45290,-117.47
2023-10-10T02:27:34.705,,,44790,-116.85
2023-10-10T02:27:34.710,,,44940,-116.02
2023-10-10T02:27:34.713,,,45540,-116.66
2023-10-10T02:27:34.715,,,45090,-116.75
2023-10-10T02:27:34.716,,,45340,-116.94
2023-10-10T02:27:34.718,,,44640,-116.86
2023-10-10T02:27:34.720,,,44740,-117.7
2023-10-10T02:27:34.725,,,45140,-117.52
2023-10-10T02:27:34.732,,,45390,-116.97
2023-10-10T02:27:34.735,,,44590,-118.01
2023-10-10T02:27:34.743,,,45440,-114.62
2023-10-10T02:27:34.748,,,44990,-116.04
2023-10-10T02:27:34.754,,,44840,-117.27
2023-10-10T02:27:34.759,,,45490,-114.8
2023-10-10T02:27:34.764,,,45190,-116.92
2023-10-10T02:27:34.770,,,44890,-116.63
2023-10-10T02:27:34.777,,,45040,-118.37
2023-10-10T02:27:34.781,,,45240,-118.22
2023-10-10T02:27:34.787,,,44690,-116.63
2023-10-10T02:27:34.792,,,45290,-117.52
2023-10-10T02:27:34.798,,,44790,-116.89
2023-10-10T02:27:34.805,,,44940,-117.12
2023-10-10T02:27:34.810,,,45540,-116.07
2023-10-10T02:27:34.816,,,45090,-116.78
2023-10-10T02:27:34.822,,,45340,-116.32
2023-10-10T02:27:34.827,,,44640,-117.61
2023-10-10T02:27:34.834,,,44740,-117.45
2023-10-10T02:27:34.838,,,45140,-116.73
2023-10-10T02:27:34.846,,,45390,-116.6
2023-10-10T02:27:34.850,,,44590,-118.05
2023-10-10T02:27:34.855,,,45440,-115.17
2023-10-10T02:27:34.860,,,44990,-116.57
2023-10-10T02:27:34.867,,,44840,-117.42
2023-10-10T02:27:34.871,,,45490,-116.8
2023-10-10T02:27:34.877,,,45190,-118.06
2023-10-10T02:27:34.883,,,44890,-116.97
2023-10-10T02:27:34.891,,,45040,-117.97
2023-10-10T02:27:34.904,,,45240,-117.6
2023-10-10T02:27:34.909,,,44690,-116.84
2023-10-10T02:27:34.911,,,45290,-116.27
2023-10-10T02:27:34.913,,,44790,-116.63
2023-10-10T02:27:34.918,,,44940,-117.04
2023-10-10T02:27:34.922,,,45540,-115.9
2023-10-10T02:27:34.929,,,45090,-116.9
2023-10-10T02:27:34.934,,,45340,-116.25
2023-10-10T02:27:34.941,,,44640,-116.89
2023-10-10T02:27:34.946,,,44740,-117.08
2023-10-10T02:27:34.953,,,45140,-117.64
2023-10-10T02:27:34.956,,,45390,-116.67
2023-10-10T02:27:34.964,,,44590,-117.25
2023-10-10T02:27:34.967,,,45440,-117.03
2023-10-10T02:27:34.975,,,44990,-115.53
2023-10-10T02:27:34.980,,,44840,-117.75
2023-10-10T02:27:34.986,,,45490,-115.34
2023-10-10T02:27:34.989,,,45190,-117.66
2023-10-10T02:27:34.996,,,44890,-117.39
2023-10-10T02:27:35.003,,,45040,-117.86
2023-10-10T02:27:35.009,,,45240,-117.02
2023-10-10T02:27:35.014,,,44690,-117.16
2023-10-10T02:27:35.020,,,45290,-117.45
2023-10-10T02:27:35.025,,,44790,-117.29
2023-10-10T02:27:35.031,,,44940,-116.4
2023-10-10T02:27:35.034,,,45540,-116.79
2023-10-10T02:27:35.041,,,45090,-117.23
2023-10-10T02:27:35.045,,,45340,-117.25
2023-10-10T02:27:35.052,,,44640,-117.23
2023-10-10T02:27:35.057,,,44740,-116.83
2023-10-10T02:27:35.064,,,45140,-117.95
2023-10-10T02:27:35.068,,,45390,-116.23
2023-10-10T02:27:35.084,,,44590,-117.21
2023-10-10T02:27:35.088,,,45440,-117.04
2023-10-10T02:27:35.090,,,44990,-116.74
2023-10-10T02:27:35.092,,,44840,-117.18
2023-10-10T02:27:35.099,,,45490,-115.96
2023-10-10T02:27:35.101,,,45190,-116.58
2023-10-10T02:27:35.105,,,44890,-117.06
2023-10-10T02:27:35.114,,,45040,-115.86
2023-10-10T02:27:35.117,,,45240,-117.91
2023-10-10T02:27:35.123,,,44690,-117.67
2023-10-10T02:27:35.128,,,45290,-117.15
2023-10-10T02:27:35.134,,,44790,-117.02
2023-10-10T02:27:35.140,,,44940,-116.48
2023-10-10T02:27:35.146,,,45540,-115.47
2023-10-10T02:27:35.150,,,45090,-116.83
2023-10-10T02:27:35.159,,,45340,-116.68
2023-10-10T02:27:35.162,,,44640,-117.46
2023-10-10T02:27:35.170,,,44740,-118.03
2023-10-10T02:27:35.176,,,45140,-116.6
2023-10-10T02:27:35.183,,,45390,-117.46
2023-10-10T02:27:35.184,,,44590,-116.56
2023-10-10T02:27:35.190,,,45440,-116.38
2023-10-10T02:27:35.195,,,44990,-116.42
2023-10-10T02:27:35.203,,,44840,-116.75
2023-10-10T02:27:35.210,,,45490,-115.46
2023-10-10T02:27:35.215,,,45190,-117.64
2023-10-10T02:27:35.217,,,44890,-117.06
2023-10-10T02:27:35.225,,,45040,-117.56
2023-10-10T02:27:35.230,,,45240,-116.01
2023-10-10T02:27:35.235,,,44690,-117.54
2023-10-10T02:27:35.241,,,45290,-117.77
2023-10-10T02:27:35.251,,,44790,-116.34
2023-10-10T02:27:35.254,,,44940,-117
2023-10-10T02:27:35.258,,,45540,-115.98
2023-10-10T02:27:35.268,,,45090,-118.27
2023-10-10T02:27:35.272,,,45340,-116.37
2023-10-10T02:27:35.275,,,44640,-117.68
2023-10-10T02:27:35.280,,,44740,-115.26
2023-10-10T02:27:35.288,,,45140,-117.15
2023-10-10T02:27:35.291,,,45390,-117.07
2023-10-10T02:27:35.297,,,44590,-116.81
2023-10-10T02:27:35.303,,,45440,-116.4
2023-10-10T02:27:35.308,,,44990,-117.08
2023-10-10T02:27:35.313,,,44840,-117.15
2023-10-10T02:27:35.320,,,45490,-115.12
2023-10-10T02:27:35.325,,,45190,-116.51
2023-10-10T02:27:35.330,,,44890,-116.11
2023-10-10T02:27:35.336,,,45040,-118.16
2023-10-10T02:27:35.341,,,45240,-117.87
2023-10-10T02:27:35.348,,,44690,-117.8
2023-10-10T02:27:35.353,,,45290,-116.87
2023-10-10T02:27:35.358,,,44790,-116.98
2023-10-10T02:27:35.365,,,44940,-116.67
2023-10-10T02:27:35.369,,,45540,-114.55
2023-10-10T02:27:35.376,,,45090,-117.13
2023-10-10T02:27:35.382,,,45340,-116.22
2023-10-10T02:27:35.388,,,44640,-117.72
2023-10-10T02:27:35.393,,,44740,-117.4
2023-10-10T02:27:35.400,,,45140,-116.63
2023-10-10T02:27:35.405,,,45390,-115.23
2023-10-10T02:27:35.876,,,44590,-117.32
2023-10-10T02:27:35.895,,,45440,-116.39
2023-10-10T02:27:35.896,,,44990,-118.09
2023-10-10T02:27:35.903,,,44840,-117.02
2023-10-10T02:27:35.905,,,45490,-117.3
2023-10-10T02:27:35.906,,,45190,-117.35
2023-10-10T02:27:35.909,,,44890,-116.88
2023-10-10T02:27:35.910,,,45040,-118.42
2023-10-10T02:27:35.913,,,45240,-117.48
2023-10-10T02:27:35.916,,,44690,-116.98
2023-10-10T02:27:35.917,,,45290,-117.6
2023-10-10T02:27:35.920,,,44790,-117.43
2023-10-10T02:27:35.922,,,44940,-117.15
2023-10-10T02:27:35.926,,,45540,-117.36
2023-10-10T02:27:35.927,,,45090,-117.44
2023-10-10T02:27:35.929,,,45340,-116.68
2023-10-10T02:27:35.932,,,44640,-118.22
2023-10-10T02:27:35.936,,,44740,-117.32
2023-10-10T02:27:35.940,,,45140,-117.46
2023-10-10T02:27:35.942,,,45390,-116.47
2023-10-10T02:27:35.943,,,44590,-116.97
2023-10-10T02:27:35.946,,,45440,-117.64
2023-10-10T02:27:35.949,,,44990,-116.77
2023-10-10T02:27:35.951,,,44840,-117.37
2023-10-10T02:27:35.953,,,45490,-116.11
2023-10-10T02:27:35.954,,,45190,-117.54
2023-10-10T02:27:35.954,,,44890,-116.98
2023-10-10T02:27:35.955,,,45040,-116.58
2023-10-10T02:27:35.957,,,45240,-115.8
2023-10-10T02:27:35.960,,,44690,-117.54
2023-10-10T02:27:35.963,,,45290,-116.7
2023-10-10T02:27:35.966,,,44790,-116.08
2023-10-10T02:27:35.968,,,44940,-115.68
2023-10-10T02:27:35.972,,,45540,-116.07
2023-10-10T02:27:35.974,,,45090,-116.4
2023-10-10T02:27:35.977,,,45340,-117.33
2023-10-10T02:27:35.979,,,44640,-117.07
2023-10-10T02:27:35.983,,,44740,-117.52
2023-10-10T02:27:35.985,,,45140,-116.68
2023-10-10T02:27:35.989,,,45390,-116.72
2023-10-10T02:27:35.990,,,44590,-118.4
2023-10-10T02:27:35.994,,,45440,-116.74
2023-10-10T02:27:35.996,,,44990,-116.37
2023-10-10T02:27:35.999,,,44840,-117.85
2023-10-10T02:27:36.001,,,45490,-116.39
2023-10-10T02:27:36.006,,,45190,-117.58
2023-10-10T02:27:36.008,,,44890,-116.98
2023-10-10T02:27:36.010,,,45040,-116.41
2023-10-10T02:27:36.013,,,45240,-116.97
2023-10-10T02:27:36.017,,,44690,-116.75
2023-10-10T02:27:36.019,,,45290,-117.56
2023-10-10T02:27:36.025,,,44790,-117.55
2023-10-10T02:27:36.027,,,44940,-117.75
2023-10-10T02:27:36.031,,,45540,-115.41
2023-10-10T02:27:36.034,,,45090,-117.41
2023-10-10T02:27:36.037,,,45340,-116.24
2023-10-10T02:27:36.040,,,44640,-117.58
2023-10-10T02:27:36.043,,,44740,-116.97
2023-10-10T02:27:36.045,,,45140,-116.67
2023-10-10T02:27:36.047,,,45390,-116.98
2023-10-10T02:27:36.050,,,44590,-117.73
2023-10-10T02:27:36.057,,,45440,-115.79
2023-10-10T02:27:36.059,,,44990,-116.81
2023-10-10T02:27:36.061,,,44840,-116.69
2023-10-10T02:27:36.064,,,45490,-114.82
2023-10-10T02:27:36.069,,,45190,-117.92
2023-10-10T02:27:36.070,,,44890,-117.17
2023-10-10T02:27:36.076,,,45040,-117.5
2023-10-10T02:27:36.078,,,45240,-117.43
